startDateTime,endDateTime,sensorDepth,sensorDepthExpUncert,sensorDepthFinalQF,specificConductance,specificConductanceExpUncert,specificCondFinalQF,dissolvedOxygen,dissolvedOxygenExpUncert,dissolvedOxygenFinalQF,seaLevelDissolvedOxygenSat,seaLevelDOSatExpUncert,seaLevelDOSatFinalQF,localDissolvedOxygenSat,localDOSatExpUncert,localDOSatFinalQF,pH,pHExpUncert,pHFinalQF,chlorophyll,chlorophyllExpUncert,chlorophyllFinalQF,chlaRelativeFluorescence,chlaRelFluoroExpUncert,chlaRelFluoroFinalQF,turbidity,turbidityExpUncert,turbidityFinalQF,fDOM,rawCalibratedfDOM,fDOMExpUncert,fDOMFinalQF,buoyNAFlag
"2021-11-01T00:02:01Z","2021-11-01T00:02:01Z",0.6,,,58.80,0.69,0,5.63,0.11,0,63.86,1.26,0,63.72,1.27,0,5.19,0.06,0,3.41,0.14,0,16.08,0.67,0,0.68,0.01,0,219.73,192.40,529.69,0,0
"2021-11-01T00:07:01Z","2021-11-01T00:07:01Z",0.6,,,58.80,0.69,0,5.60,0.11,0,63.55,1.26,0,63.41,1.27,0,5.19,0.06,0,3.36,0.14,0,15.84,0.66,0,0.82,0.01,0,220.26,192.89,530.98,0,0
"2021-11-01T00:12:01Z","2021-11-01T00:12:01Z",0.6,,,58.80,0.69,0,5.63,0.11,0,63.92,1.27,0,63.77,1.28,0,5.23,0.06,0,3.38,0.14,0,15.96,0.66,0,0.57,0.01,0,220.80,193.34,532.28,0,0
"2021-11-01T00:17:01Z","2021-11-01T00:17:01Z",0.6,,,58.81,0.69,0,5.63,0.11,0,63.91,1.27,0,63.77,1.28,0,5.19,0.06,0,3.40,0.14,0,16.03,0.67,0,0.87,0.01,0,221.10,193.72,533.70,0,0
"2021-11-01T00:22:01Z","2021-11-01T00:22:01Z",0.6,,,58.83,0.69,0,5.61,0.11,0,63.64,1.26,0,63.49,1.27,0,5.23,0.06,0,3.38,0.14,0,15.94,0.66,0,0.59,0.01,0,220.51,193.24,532.26,0,0
"2021-11-01T00:27:01Z","2021-11-01T00:27:01Z",0.6,,,58.80,0.69,0,5.62,0.11,0,63.73,1.26,0,63.58,1.27,0,5.19,0.06,0,3.40,0.14,0,16.04,0.67,0,0.64,0.01,0,220.94,193.60,533.31,1,0
"2021-11-01T00:32:01Z","2021-11-01T00:32:01Z",0.6,,,58.82,0.69,0,5.62,0.11,0,63.75,1.26,0,63.60,1.27,0,5.23,0.06,0,3.39,0.14,0,15.97,0.66,0,0.50,0.01,0,218.78,191.57,527.04,1,0
"2021-11-01T00:37:01Z","2021-11-01T00:37:01Z",0.6,,,58.80,0.69,0,5.64,0.11,0,63.96,1.27,0,63.82,1.28,0,5.19,0.06,0,3.54,0.15,0,16.71,0.70,0,0.58,0.01,0,220.86,193.42,532.07,1,0
"2021-11-01T00:42:01Z","2021-11-01T00:42:01Z",0.6,,,58.81,0.69,0,5.63,0.11,0,63.79,1.26,0,63.65,1.27,0,5.19,0.06,0,3.43,0.14,0,16.20,0.67,0,0.76,0.01,0,219.23,191.97,528.14,0,0
"2021-11-01T00:47:01Z","2021-11-01T00:47:01Z",0.6,,,58.82,0.69,0,5.62,0.11,0,63.76,1.26,0,63.61,1.27,0,5.19,0.06,0,3.36,0.14,0,15.83,0.66,0,0.65,0.01,0,220.96,193.61,533.17,0,0
"2021-11-01T00:52:01Z","2021-11-01T00:52:01Z",0.6,,,58.83,0.69,0,5.64,0.11,0,63.93,1.27,0,63.78,1.28,0,5.19,0.06,0,3.40,0.14,0,16.03,0.67,0,0.74,0.01,0,220.49,193.22,532.04,0,0
"2021-11-01T00:57:01Z","2021-11-01T00:57:01Z",0.6,,,58.79,0.69,0,5.63,0.11,0,63.86,1.26,0,63.71,1.27,0,5.23,0.06,1,3.49,0.15,0,16.47,0.69,0,0.57,0.01,0,221.12,193.75,533.55,0,0
