uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,identifiedDate,subsampleID,subsampleCode,targetTaxaPresent,individualCount,taxonID,kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,nativeStatusCode,identificationQualifier,sex,identificationReferences,sampleCondition,identificationRemarks,remarks,identifiedBy,laboratoryName,identificationHistoryID
"c89dc823-b901-4896-bc63-501755c03485","OSBS_079.mosquitoPoint.mos","D03","OSBS","OSBS_079","2020-03-04T19:47Z","2020-03-05T14:47Z","2020-06-10","OSBS_079.20200305.0947.S.01",,"Y",7,"COQPER","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Mansoniini","Coquillettidia","Coquillettidia","perturbans",,"Coquillettidia perturbans","(Walker, 1856)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"f6f58a44-927f-44a5-a2aa-e9d760aff055","OSBS_079.mosquitoPoint.mos","D03","OSBS","OSBS_079","2020-03-04T19:47Z","2020-03-05T14:47Z","2020-06-10","OSBS_079.20200305.0947.S.01",,"Y",1,"CULSAL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Culex","salinarius",,"Culex salinarius","Coquillett, 1904","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"11372604-ed2c-4ec1-b5d7-2e7ed6e3fd75","OSBS_079.mosquitoPoint.mos","D03","OSBS","OSBS_079","2020-03-04T19:47Z","2020-03-05T14:47Z","2020-06-10","OSBS_079.20200305.0947.S.01",,"Y",25,"CULERR","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Melanoconion","erraticus",,"Culex erraticus","(Dyar and Knab, 1906)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"e58075a1-d2c3-48a5-a18b-8d9b5defc938","OSBS_079.mosquitoPoint.mos","D03","OSBS","OSBS_079","2020-03-04T19:47Z","2020-03-05T14:47Z","2020-06-10","OSBS_079.20200305.0947.S.01",,"Y",166,"ANOCRU","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anophelinae",,"Anopheles","Anopheles","crucians",,"Anopheles crucians","Wiedemann, 1828","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"d08dd1a2-e469-4b5f-ad78-0029e8130e51","OSBS_079.mosquitoPoint.mos","D03","OSBS","OSBS_079","2020-03-04T19:47Z","2020-03-05T14:47Z","2020-06-10","OSBS_079.20200305.0947.S.01",,"Y",1,"MANTIT","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Mansoniini","Mansonia","Mansonia","titillans",,"Mansonia titillans","(Walker, 1848)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"41ab8c0b-6a78-4bcd-9ee6-0fd2c4140513","OSBS_056.mosquitoPoint.mos","D03","OSBS","OSBS_056","2020-03-04T19:53Z","2020-03-05T14:37Z","2020-06-10","OSBS_056.20200305.0937.S.01",,"Y",2,"CULSAL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Culex","salinarius",,"Culex salinarius","Coquillett, 1904","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"823426df-eb9d-48f6-a3a1-150c8e4c2689","OSBS_056.mosquitoPoint.mos","D03","OSBS","OSBS_056","2020-03-04T19:53Z","2020-03-05T14:37Z","2020-06-10","OSBS_056.20200305.0937.S.01",,"Y",4,"COQPER","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Mansoniini","Coquillettidia","Coquillettidia","perturbans",,"Coquillettidia perturbans","(Walker, 1856)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"e90d47ca-d9c4-46b8-88df-031a057aa751","OSBS_056.mosquitoPoint.mos","D03","OSBS","OSBS_056","2020-03-04T19:53Z","2020-03-05T14:37Z","2020-06-10","OSBS_056.20200305.0937.S.01",,"Y",131,"ANOCRU","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anophelinae",,"Anopheles","Anopheles","crucians",,"Anopheles crucians","Wiedemann, 1828","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"bf2b586d-8e8e-4dcd-a0d2-f46bcd98169b","OSBS_056.mosquitoPoint.mos","D03","OSBS","OSBS_056","2020-03-04T19:53Z","2020-03-05T14:37Z","2020-06-10","OSBS_056.20200305.0937.S.01",,"Y",63,"CULERR","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Melanoconion","erraticus",,"Culex erraticus","(Dyar and Knab, 1906)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
"79d61ff5-b92f-4246-bb76-eaeb5aa5d54b","OSBS_057.mosquitoPoint.mos","D03","OSBS","OSBS_057","2020-03-04T20:02Z","2020-03-05T12:46Z","2020-06-10","OSBS_057.20200305.0746.S.01",,"Y",8,"CULMEL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culisetini","Culiseta","Climacura","melanura",,"Culiseta melanura","(Coquillett, 1902)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"M.J. Weissmann","Vector Disease Control International",
