uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,identifiedDate,subsampleID,subsampleCode,targetTaxaPresent,individualCount,taxonID,kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,nativeStatusCode,identificationQualifier,sex,identificationReferences,sampleCondition,identificationRemarks,remarks,identifiedBy,laboratoryName,identificationHistoryID
"f097ea24-743a-4ef8-ac15-732cd4f7ba8c","OSBS_057.mosquitoPoint.mos","D03","OSBS","OSBS_057","2018-01-08T19:18Z","2018-01-09T13:26Z","2018-02-15","OSBS_057.20180109.0826.S.01",,"Y",8,"ANOCRU","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anophelinae",,"Anopheles","Anopheles","crucians",,"Anopheles crucians","Wiedemann, 1828","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
"76cdef35-4233-44a3-9f13-e01720ae87f8","OSBS_057.mosquitoPoint.mos","D03","OSBS","OSBS_057","2018-01-08T19:18Z","2018-01-09T13:26Z","2018-02-15","OSBS_057.20180109.0826.S.01",,"Y",1,"CULMEL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culisetini","Culiseta","Climacura","melanura",,"Culiseta melanura","(Coquillett, 1902)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
"0614a364-56a7-4cda-a08b-f5cd084301df","OSBS_057.mosquitoPoint.mos","D03","OSBS","OSBS_057","2018-01-08T19:18Z","2018-01-09T13:26Z","2018-02-15","OSBS_057.20180109.0826.S.01",,"Y",8,"CULSAL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Culex","salinarius",,"Culex salinarius","Coquillett, 1904","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
"e50c39a3-e839-4592-b7de-d42a5b7f5e0b","OSBS_055.mosquitoPoint.mos","D03","OSBS","OSBS_055","2018-01-08T19:37Z","2018-01-09T13:46Z","2018-02-15","OSBS_055.20180109.0846.S.01",,"Y",2,"ANOSPP1","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anophelinae",,"Anopheles",,"sp.",,"Anopheles sp.","Meigen, 1818","genus","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Damaged, analysis affected",,,"H.M. Ward","Vector Disease Control International",
"50f2475b-5d28-4419-a847-0750e2bea706","OSBS_055.mosquitoPoint.mos","D03","OSBS","OSBS_055","2018-01-08T19:37Z","2018-01-09T13:46Z","2018-02-15","OSBS_055.20180109.0846.S.01",,"Y",18,"CULSAL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Culex","salinarius",,"Culex salinarius","Coquillett, 1904","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
"622e05cc-fef8-42cf-8951-c90fc321e9fc","OSBS_055.mosquitoPoint.mos","D03","OSBS","OSBS_055","2018-01-08T19:37Z","2018-01-09T13:46Z","2018-02-15","OSBS_055.20180109.0846.S.01",,"Y",35,"ANOCRU","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anophelinae",,"Anopheles","Anopheles","crucians",,"Anopheles crucians","Wiedemann, 1828","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
"31ee21ea-8fad-4089-a260-99499a1d6303","OSBS_054.mosquitoPoint.mos","D03","OSBS","OSBS_054","2018-01-08T19:53Z","2018-01-09T14:03Z","2018-02-15","OSBS_054.20180109.0903.S.01",,"Y",2,"CULERR","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Melanoconion","erraticus",,"Culex erraticus","(Dyar and Knab, 1906)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
"1525a80a-71c9-4d43-8765-23119f308209","OSBS_054.mosquitoPoint.mos","D03","OSBS","OSBS_054","2018-01-08T19:53Z","2018-01-09T14:03Z","2018-02-15","OSBS_054.20180109.0903.S.01",,"Y",15,"ANOSPP1","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anophelinae",,"Anopheles",,"sp.",,"Anopheles sp.","Meigen, 1818","genus","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Damaged, analysis affected",,,"H.M. Ward","Vector Disease Control International",
"0d960739-bd2b-4b31-8805-919140c4016a","OSBS_054.mosquitoPoint.mos","D03","OSBS","OSBS_054","2018-01-08T19:53Z","2018-01-09T14:03Z","2018-02-15","OSBS_054.20180109.0903.S.01",,"Y",1,"CULMEL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culisetini","Culiseta","Climacura","melanura",,"Culiseta melanura","(Coquillett, 1902)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
"b2ed67b8-e883-43c2-bcd6-69c067c59e92","OSBS_054.mosquitoPoint.mos","D03","OSBS","OSBS_054","2018-01-08T19:53Z","2018-01-09T14:03Z","2018-02-15","OSBS_054.20180109.0903.S.01",,"Y",42,"CULSAL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culicini","Culex","Culex","salinarius",,"Culex salinarius","Coquillett, 1904","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"H.M. Ward","Vector Disease Control International",
